0, 241.514, 239.058
1, 241.614, 238.609
2, 241.199, 239.253
3, 246.098, 224.093
4, 241.205, 239.247
5, 241.198, 239.260
6, 241.203, 239.329
7, 241.213, 239.251
8, 236.572, 260.431
9, 236.569, 260.432
10, 236.569, 260.432
11, 236.542, 260.448
12, 236.755, 252.722
13, 236.508, 260.488
14, 237.769, 251.007
15, 236.509, 260.488
16, 236.508, 260.488
17, 234.760, 270.513
18, 234.764, 270.511
19, 234.690, 270.759
20, 234.693, 270.756
21, 234.691, 270.756
22, 231.756, 314.124
23, 231.757, 314.132
24, 231.781, 314.353
25, 229.607, 309.562
26, 228.201, 329.682
27, 228.205, 329.595
28, 227.254, 328.259
29, 227.196, 328.711
30, 227.215, 328.691
31, 226.892, 333.501
32, 226.895, 333.498
33, 226.902, 333.406
34, 226.895, 333.525
35, 226.896, 333.497
36, 226.734, 332.464
37, 226.789, 332.433
38, 226.857, 331.766
39, 226.734, 332.474
40, 226.214, 329.524
41, 226.226, 329.495
42, 230.971, 342.759
43, 226.229, 329.631
44, 226.578, 330.325
45, 226.217, 329.516
46, 234.770, 361.932
47, 226.253, 329.869
48, 226.214, 329.524
49, 226.218, 329.519
50, 226.204, 329.590
51, 226.174, 329.449
52, 226.019, 329.693
53, 226.007, 329.709
54, 225.928, 329.823
55, 225.930, 329.822
56, 225.915, 329.609
57, 225.915, 329.608
58, 226.048, 326.375
59, 225.358, 328.357
60, 225.217, 326.261
61, 225.213, 326.287
62, 225.213, 326.287
63, 225.143, 326.440
64, 225.143, 326.405
65, 225.143, 326.439
66, 225.112, 327.764
67, 225.103, 327.570
68, 219.266, 285.016
69, 219.150, 285.126
70, 219.284, 285.069
71, 219.163, 285.109
72, 219.094, 285.185
73, 221.897, 301.434
74, 219.079, 285.193
