0, 266.431, 281.621, 200, 70, 100
1, 306.287, 343.657, 200, 70, 100
2, 219.164, 218.343, 200, 70, 100
3, 251.605, 210.368, 200, 70, 100
4, 269.274, 180.758, 200, 70, 100
5, 308.277, 117.918, 200, 70, 100
6, 239.719, 285.462, 200, 70, 100
7, 243.356, 322.027, 200, 70, 100
8, 329.378, 169.905, 200, 70, 100
9, 220.482, 258.919, 200, 70, 100
10, 214.606, 293.267, 200, 70, 100
11, 313.050, 465.180, 200, 70, 100
12, 252.527, 376.963, 200, 70, 100
13, 227.063, 320.460, 200, 70, 100
14, 247.210, 287.606, 200, 70, 100
15, 222.183, 329.764, 200, 70, 100
16, 446.785, 174.507, 200, 70, 100
17, 276.961, 431.268, 200, 70, 100
18, 304.699, 112.717, 200, 70, 100
19, 307.003, 376.469, 200, 70, 100
20, 234.241, 314.928, 200, 70, 100
21, 419.324, 118.492, 200, 70, 100
22, 373.599, 174.185, 200, 70, 100
23, 230.621, 233.055, 200, 70, 100
24, 265.935, 339.160, 200, 70, 100
25, 371.648, 86.971, 200, 70, 100
26, 300.380, 462.867, 200, 70, 100
27, 358.089, 156.669, 200, 70, 100
28, 398.764, 104.142, 200, 70, 100
29, 311.918, 465.898, 200, 70, 100
30, 287.543, 448.764, 200, 70, 100
31, 228.497, 275.241, 200, 70, 100
32, 228.250, 339.679, 200, 70, 100
33, 231.304, 231.635, 200, 70, 100
34, 231.290, 232.209, 200, 70, 100
35, 250.389, 217.978, 200, 70, 100
36, 260.724, 244.401, 200, 70, 100
37, 295.302, 409.914, 200, 70, 100
38, 303.152, 452.984, 200, 70, 100
39, 276.222, 391.557, 200, 70, 100
40, 229.620, 208.301, 200, 70, 100
41, 313.100, 155.464, 200, 70, 100
42, 262.235, 285.410, 200, 70, 100
43, 257.108, 397.536, 200, 70, 100
44, 232.737, 173.846, 200, 70, 100
45, 421.339, 82.628, 200, 70, 100
46, 252.076, 296.467, 200, 70, 100
47, 390.630, 75.106, 200, 70, 100
48, 292.708, 383.645, 200, 70, 100
49, 206.768, 298.455, 200, 70, 100
50, 276.167, 341.850, 200, 70, 100
51, 232.936, 376.141, 200, 70, 100
52, 301.463, 459.684, 200, 70, 100
53, 236.600, 213.638, 200, 70, 100
54, 269.413, 421.482, 200, 70, 100
55, 229.489, 164.703, 200, 70, 100
56, 204.929, 275.092, 200, 70, 100
57, 257.305, 382.796, 200, 70, 100
58, 249.968, 328.994, 200, 70, 100
59, 233.437, 300.539, 200, 70, 100
60, 225.309, 302.020, 200, 70, 100
61, 295.012, 140.119, 200, 70, 100
62, 260.416, 383.378, 200, 70, 100
63, 268.508, 421.050, 200, 70, 100
64, 232.842, 283.583, 200, 70, 100
65, 282.287, 426.078, 200, 70, 100
66, 309.385, 254.085, 200, 70, 100
67, 217.466, 286.389, 200, 70, 100
68, 291.038, 272.304, 200, 70, 100
69, 351.331, 100.014, 200, 70, 100
70, 295.308, 408.849, 200, 70, 100
71, 276.976, 425.612, 200, 70, 100
72, 223.267, 199.348, 200, 70, 100
73, 299.428, 459.111, 200, 70, 100
74, 247.952, 180.950, 200, 70, 100
