0, 254.363, 270.843
1, 254.298, 271.527
2, 254.656, 273.759
3, 254.313, 271.486
4, 254.307, 271.525
5, 254.246, 272.327
6, 253.415, 272.734
7, 253.278, 272.908
8, 253.261, 273.146
9, 253.253, 273.149
10, 255.599, 266.206
11, 253.476, 272.411
12, 254.186, 270.190
13, 255.316, 239.040
14, 252.227, 279.667
15, 252.227, 279.667
16, 252.245, 279.501
17, 252.227, 279.653
18, 252.233, 279.632
19, 252.228, 279.666
20, 252.302, 278.776
21, 252.184, 278.594
22, 252.287, 286.698
23, 252.228, 278.321
24, 252.166, 278.399
25, 269.262, 236.082
26, 252.183, 278.249
27, 251.849, 278.598
28, 251.854, 278.685
29, 251.850, 278.596
30, 251.849, 278.597
31, 251.915, 278.466
32, 251.851, 278.597
33, 251.787, 279.169
34, 252.395, 284.872
35, 251.787, 279.165
36, 251.633, 279.913
37, 251.633, 279.914
38, 251.634, 279.914
39, 251.579, 279.131
40, 251.586, 279.111
41, 251.574, 279.033
42, 251.574, 279.173
43, 251.558, 278.939
44, 243.326, 313.539
45, 243.287, 313.551
46, 243.292, 313.475
47, 247.995, 292.425
48, 243.284, 313.223
49, 243.285, 313.221
50, 243.278, 313.226
51, 243.863, 309.759
52, 243.272, 313.233
53, 243.272, 313.232
54, 239.861, 307.604
55, 239.856, 307.757
56, 239.833, 307.790
57, 239.822, 307.801
58, 239.821, 307.744
59, 239.821, 307.743
60, 239.820, 307.608
61, 242.009, 316.815
62, 239.803, 307.625
63, 239.804, 307.623
64, 239.803, 307.625
65, 239.783, 307.886
66, 240.382, 309.425
67, 239.756, 307.842
68, 239.754, 307.868
69, 239.773, 307.475
70, 239.743, 307.982
71, 239.744, 307.982
72, 240.140, 320.199
73, 239.907, 307.756
74, 239.744, 307.980
