0, 310.167, 127.763
1, 310.207, 127.752
2, 310.172, 127.759
3, 310.170, 127.761
4, 310.166, 127.763
5, 310.190, 127.744
6, 329.645, 110.981
7, 310.161, 127.768
8, 310.112, 127.807
9, 310.087, 127.839
10, 309.702, 128.313
11, 309.435, 128.416
12, 311.295, 126.576
13, 307.192, 130.300
14, 307.187, 130.302
15, 292.434, 149.311
16, 292.789, 148.734
17, 292.770, 148.903
18, 292.496, 149.253
19, 292.426, 149.316
20, 292.498, 149.544
21, 295.081, 147.566
22, 292.426, 149.316
23, 292.309, 149.407
24, 292.321, 149.396
25, 292.307, 149.404
26, 292.778, 148.792
27, 292.198, 149.581
28, 292.591, 149.342
29, 292.253, 149.543
30, 291.466, 148.967
31, 291.466, 148.967
32, 291.304, 149.261
33, 290.181, 150.298
34, 291.391, 147.857
35, 290.334, 150.228
36, 290.152, 150.315
37, 267.345, 200.441
38, 267.449, 199.849
39, 267.367, 200.418
40, 267.345, 200.440
41, 267.345, 200.440
42, 266.927, 201.404
43, 268.833, 249.539
44, 266.998, 201.431
45, 266.988, 201.454
46, 266.928, 201.401
47, 267.069, 201.521
48, 266.922, 201.410
49, 266.540, 201.876
50, 266.624, 201.844
51, 266.568, 201.760
52, 266.544, 201.879
53, 267.517, 200.432
54, 266.775, 201.515
55, 266.303, 202.575
56, 266.497, 202.436
57, 266.314, 202.546
58, 266.280, 202.594
59, 267.555, 200.041
60, 266.310, 202.550
61, 266.300, 202.571
62, 266.280, 202.594
63, 257.562, 219.432
64, 257.877, 218.513
65, 257.567, 219.426
66, 260.120, 229.099
67, 257.373, 218.961
68, 257.420, 218.925
69, 256.822, 220.913
70, 256.826, 220.909
71, 256.862, 220.865
72, 256.772, 220.961
73, 256.848, 220.818
74, 256.850, 220.451
75, 256.772, 220.963
76, 263.982, 202.617
77, 257.605, 218.548
78, 256.755, 220.674
79, 256.456, 221.044
80, 256.458, 221.040
81, 256.204, 221.218
82, 256.352, 220.980
83, 256.221, 220.903
84, 256.188, 221.235
85, 256.193, 221.233
86, 255.912, 222.101
87, 255.997, 222.009
88, 262.433, 201.418
89, 257.368, 212.961
90, 256.309, 220.848
91, 255.941, 221.643
92, 256.487, 221.509
93, 255.912, 222.104
94, 253.215, 234.169
95, 260.753, 206.968
96, 253.214, 234.173
97, 253.235, 234.252
98, 254.110, 231.533
99, 253.237, 234.260
100, 253.042, 234.362
101, 253.096, 234.231
102, 253.031, 234.386
103, 251.970, 248.536
104, 255.156, 237.440
105, 252.010, 248.492
106, 252.110, 263.525
107, 251.968, 248.535
108, 251.966, 248.536
109, 251.953, 248.556
110, 251.833, 248.986
111, 251.757, 248.633
112, 251.849, 248.725
113, 251.617, 249.006
114, 251.622, 249.143
115, 251.608, 248.989
116, 251.587, 249.013
117, 251.586, 249.013
118, 251.523, 249.220
119, 251.316, 249.918
120, 251.245, 249.727
121, 251.225, 249.656
122, 251.229, 249.658
123, 251.225, 249.657
124, 251.225, 249.658
125, 251.137, 249.083
126, 251.011, 249.461
127, 251.013, 249.406
128, 251.422, 247.744
129, 251.015, 249.462
130, 251.044, 249.543
131, 248.371, 277.505
132, 248.399, 277.312
133, 249.469, 285.993
134, 248.379, 277.785
135, 248.366, 277.496
136, 248.376, 277.585
137, 248.373, 277.537
138, 248.312, 276.537
139, 248.308, 276.495
140, 248.308, 276.481
141, 248.308, 276.481
142, 248.315, 276.487
143, 248.249, 276.035
144, 248.204, 276.984
145, 241.959, 297.957
146, 241.960, 297.990
147, 241.949, 297.925
148, 241.949, 297.922
149, 241.956, 297.905
