0, 225.721, 256.150, 200, 25, 100
1, 223.018, 296.781, 200, 25, 100
2, 254.645, 285.113, 200, 25, 100
3, 294.181, 438.391, 200, 25, 100
4, 222.730, 301.248, 200, 25, 100
5, 347.401, 275.873, 200, 25, 100
6, 340.133, 96.765, 200, 25, 100
7, 241.275, 273.835, 200, 25, 100
8, 310.446, 163.804, 200, 25, 100
9, 224.356, 186.677, 200, 25, 100
10, 225.072, 363.472, 200, 25, 100
11, 240.528, 359.680, 200, 25, 100
12, 309.295, 163.575, 200, 25, 100
13, 223.604, 259.095, 200, 25, 100
14, 237.855, 371.457, 200, 25, 100
15, 258.145, 417.919, 200, 25, 100
16, 243.671, 406.457, 200, 25, 100
17, 240.803, 274.038, 200, 25, 100
18, 230.388, 360.817, 200, 25, 100
19, 242.842, 232.536, 200, 25, 100
20, 205.503, 310.736, 200, 25, 100
21, 292.777, 451.736, 200, 25, 100
22, 210.638, 296.836, 200, 25, 100
23, 241.972, 237.377, 200, 25, 100
24, 210.490, 281.386, 200, 25, 100
25, 227.381, 238.970, 200, 25, 100
26, 303.908, 251.111, 200, 25, 100
27, 292.733, 451.727, 200, 25, 100
28, 277.466, 284.553, 200, 25, 100
29, 234.907, 346.635, 200, 25, 100
30, 204.924, 307.576, 200, 25, 100
31, 241.688, 335.906, 200, 25, 100
32, 241.789, 312.518, 200, 25, 100
33, 213.005, 298.919, 200, 25, 100
34, 215.936, 283.240, 200, 25, 100
35, 310.209, 214.428, 200, 25, 100
36, 211.380, 256.591, 200, 25, 100
37, 305.811, 457.161, 200, 25, 100
38, 210.112, 285.294, 200, 25, 100
39, 235.101, 348.262, 200, 25, 100
40, 215.709, 293.801, 200, 25, 100
41, 211.127, 255.924, 200, 25, 100
42, 306.425, 467.871, 200, 25, 100
43, 285.841, 412.862, 200, 25, 100
44, 209.336, 285.774, 200, 25, 100
45, 211.602, 292.240, 200, 25, 100
46, 215.448, 319.520, 200, 25, 100
47, 219.351, 303.288, 200, 25, 100
48, 219.970, 298.757, 200, 25, 100
49, 210.030, 298.859, 200, 25, 100
50, 213.097, 291.476, 200, 25, 100
51, 221.293, 278.101, 200, 25, 100
52, 220.904, 295.039, 200, 25, 100
53, 215.410, 326.465, 200, 25, 100
54, 213.063, 286.665, 200, 25, 100
55, 223.693, 284.841, 200, 25, 100
56, 213.277, 290.690, 200, 25, 100
57, 265.627, 275.202, 200, 25, 100
58, 290.227, 455.352, 200, 25, 100
59, 260.402, 371.697, 200, 25, 100
60, 213.428, 305.516, 200, 25, 100
61, 258.328, 387.459, 200, 25, 100
62, 247.329, 401.696, 200, 25, 100
63, 209.097, 288.856, 200, 25, 100
64, 207.005, 266.185, 200, 25, 100
65, 209.465, 286.368, 200, 25, 100
66, 213.311, 306.172, 200, 25, 100
67, 209.738, 287.170, 200, 25, 100
68, 211.665, 290.487, 200, 25, 100
69, 297.173, 446.826, 200, 25, 100
70, 205.657, 282.616, 200, 25, 100
71, 225.851, 340.364, 200, 25, 100
72, 213.106, 256.021, 200, 25, 100
73, 215.822, 316.180, 200, 25, 100
74, 219.241, 300.328, 200, 25, 100
75, 292.296, 437.216, 200, 25, 100
76, 208.379, 289.580, 200, 25, 100
77, 235.778, 338.440, 200, 25, 100
78, 224.773, 341.189, 200, 25, 100
79, 208.209, 288.138, 200, 25, 100
80, 209.158, 237.744, 200, 25, 100
81, 214.850, 305.495, 200, 25, 100
82, 231.095, 359.783, 200, 25, 100
83, 220.712, 321.751, 200, 25, 100
84, 208.548, 316.658, 200, 25, 100
85, 205.593, 283.748, 200, 25, 100
86, 221.304, 323.296, 200, 25, 100
87, 212.044, 278.738, 200, 25, 100
88, 258.088, 411.450, 200, 25, 100
89, 214.433, 301.611, 200, 25, 100
90, 290.974, 453.322, 200, 25, 100
91, 205.122, 278.468, 200, 25, 100
92, 221.517, 324.012, 200, 25, 100
93, 220.428, 223.961, 200, 25, 100
94, 219.399, 242.327, 200, 25, 100
95, 212.355, 324.734, 200, 25, 100
96, 219.183, 354.333, 200, 25, 100
97, 201.726, 241.019, 200, 25, 100
98, 222.187, 337.141, 200, 25, 100
99, 296.466, 459.295, 200, 25, 100
100, 245.601, 394.445, 200, 25, 100
101, 208.167, 284.928, 200, 25, 100
102, 219.081, 293.220, 200, 25, 100
